Instrument_#,I-id,Archival_Culture_Name,Possible_GJB_All_cid_Matches,Cultural_focus,Instrument_Name,Alt_Instrument_Names,Sachs_Number,Sachs_Suffix,Additional_Comments,Bibliographic_Sources,Page/plate/illustration#,Archival_source,Source_Tag,Metadata_notes
33,345,SEMANG,30168,,JEWS HARP,,1212,0,,"Evans, I. (1937). The Negritos of Malaya. Cambridge: Cambridge University Press","Evans, 114",,@Evans1937TheNegritosofMalaya  ,
25,346,SEMANG,30168,,BULLROARER,,41222,41,,"Evans, I. (1937). The Negritos of Malaya. Cambridge: Cambridge University Press","Evans, 120",,@Evans1937TheNegritosofMalaya  ,
26,347,SEMANG,30168,,PERCUSSION TUBE,,111231,0,,"Evans, I. (1937). The Negritos of Malaya. Cambridge: Cambridge University Press","Evans, 114",,@Evans1937TheNegritosofMalaya  ,
26,348,SEMANG,30168,,PERCUSSION STICK,,111211,0,,"Evans, I. (1937). The Negritos of Malaya. Cambridge: Cambridge University Press","Evans, 114",,@Evans1937TheNegritosofMalaya  ,
52,349,SEMANG,30168,,DRUM,,21@2,0,,"Evans, I. (1937). The Negritos of Malaya. Cambridge: Cambridge University Press","Evans, 117",,@Evans1937TheNegritosofMalaya  ,
25,350,GOND,21924,Sources refer specifically to Muria Gond,BULLROARER,,41222,0,,"Grigson, W. (1938). The Maria Gonds of Bastar. London: Oxford University Press","Grigson, 183",,@Grigson1938TheMariaGondsofBastar  ,
26,351,GOND,21924,Sources refer specifically to Muria Gond,CYMBAL,Chitkul,111142,0,,"Elwin, V. (1947). The Muria and their Ghetul. London: Oxford University Press","Elwin, 528",,@Elwin1947TheMuriaandtheirGhetul  ,
29,352,GOND,21924,Sources refer specifically to Muria Gond,BELL,,111242,0,,"Elwin, V. (1947). The Muria and their Ghetul. London: Oxford University Press","Elwin, 528",,@Elwin1947TheMuriaandtheirGhetul  ,
33,353,GOND,21924,Sources refer specifically to Muria Gond,JEWS HARP,,1211,0,,"Elwin, V. (1947). The Muria and their Ghetul. London: Oxford University Press","Elwin, 528",,@Elwin1947TheMuriaandtheirGhetul  ,
32,354,GOND,21924,Sources refer specifically to Muria Gond,SCRAPER,Kekreng,11221,0,,"Elwin, V. (1947). The Muria and their Ghetul. London: Oxford University Press","Elwin, 527",,@Elwin1947TheMuriaandtheirGhetul  ,
20,355,GOND,21924,Sources refer specifically to Muria Gond,FLUTE,,42111,27,,"Elwin, V. (1947). The Muria and their Ghetul. London: Oxford University Press","Elwin, 527",,@Elwin1947TheMuriaandtheirGhetul  ,
30,356,GOND,21924,Sources refer specifically to Muria Gond,SLIT DRUM,Pitorka; Tudra,111231,0,,"Elwin, V. (1947). The Muria and their Ghetul. London: Oxford University Press","Elwin, 526",,@Elwin1947TheMuriaandtheirGhetul  ,
40,357,GOND,21924,Sources refer specifically to Muria Gond,DRUM,Turburi,2111,0,,"Elwin, V. (1947). The Muria and their Ghetul. London: Oxford University Press","Elwin, 525",,@Elwin1947TheMuriaandtheirGhetul  ,
6,358,GOND,21924,Sources refer specifically to Muria Gond,IDIOCHORD,,31211,0,,"Elwin, V. (1947). The Muria and their Ghetul. London: Oxford University Press","Elwin, 530",,@Elwin1947TheMuriaandtheirGhetul  ,
44,359,GOND,21924,Sources refer specifically to Muria Gond,DRUM,Parrang,21124,0,,"Elwin, V. (1947). The Muria and their Ghetul. London: Oxford University Press","Elwin, 525",,@Elwin1947TheMuriaandtheirGhetul  ,
29,360,GOND,21924,Sources refer specifically to Muria Gond,BELLS,Tirdudi,111242,0,Bells on a 3 ft. long stick?,"Grigson, W. (1938). The Maria Gonds of Bastar. London: Oxford University Press","Grigson, 81",,@Grigson1938TheMariaGondsofBastar  ,
42,361,GOND,21924,Sources refer specifically to Muria Gond,DRUM,Dhol,211212,9,,"Elwin, V. (1947). The Muria and their Ghetul. London: Oxford University Press","Elwin, 524",,@Elwin1947TheMuriaandtheirGhetul  ,
42,362,GOND,21924,Sources refer specifically to Muria Gond,DRUM,Birya-dol,211212,4,,"Elwin, V. (1947). The Muria and their Ghetul. London: Oxford University Press; Grigson, W. (1938). The Maria Gonds of Bastar. London: Oxford University Press","Elwin, 524; Grigson, 181",,@Elwin1947TheMuriaandtheirGhetul @Grigson1938TheMariaGondsofBastar ,
40,363,GOND,21924,Sources refer specifically to Muria Gond,DRUM,Turam; Nissam,21112,4,Before a wedding worship should be performed before a pile of drums.,"Elwin, V. (1947). The Muria and their Ghetul. London: Oxford University Press; Grigson, W. (1938). The Maria Gonds of Bastar. London: Oxford University Press","Elwin, 524; Grigson, 181, 280",,@Elwin1947TheMuriaandtheirGhetul @Grigson1938TheMariaGondsofBastar ,
45,364,GOND,21924,Sources refer specifically to Muria Gond,DRUM,Maudri,212252,4,,"Elwin, V. (1947). The Muria and their Ghetul. London: Oxford University Press","Elwin, 530, pl. CXI",,@Elwin1947TheMuriaandtheirGhetul  ,
31,365,GOND,21924,Sources refer specifically to Muria Gond,RATTLE,,11213,0,"These rattles are attached to stilts, on which boys walk around","Elwin, V. (1947). The Muria and their Ghetul. London: Oxford University Press","Elwin, 651",,@Elwin1947TheMuriaandtheirGhetul  ,
14,366,GOND,21924,Sources refer specifically to Muria Gond,HORN,Hakum,4231222,0,,"Elwin, V. (1947). The Muria and their Ghetul. London: Oxford University Press","Elwin, 526, pl. CVI",,@Elwin1947TheMuriaandtheirGhetul  ,
10,367,GOND,21924,Sources refer specifically to Muria Gond,FIDDLE,Dhusir,3213,0,,"Elwin, V. (1947). The Muria and their Ghetul. London: Oxford University Press","Elwin, 526",,@Elwin1947TheMuriaandtheirGhetul  ,
10,368,GOND,21924,Sources refer specifically to Muria Gond,FIDDLE,Sarangi,32132,19,Bird sometimes carved on top,"Elwin, V. (1947). The Muria and their Ghetul. London: Oxford University Press","Elwin, 526",,@Elwin1947TheMuriaandtheirGhetul  ,
13,369,TANALA,26522,,TRUMPET,,4231211,0,,"Linton, R. (1933). The Tanala, a hill tribe of Madagascar. Anthropological series 22(317). Chicago: Field Museum of Natural History.","Linton, 268",,@Linton1933Tanala  ,
13,370,TANALA,26522,,TRUMPET,Antsiva,42311,0,,"Linton, R. (1933). The Tanala, a hill tribe of Madagascar. Anthropological series 22(317). Chicago: Field Museum of Natural History.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.","Linton, 266; Sachs, 12",,@Linton1933Tanala @Sachs1938MadagascarInstruments ,
20,371,TANALA,26522,,FLUTE,Sodina,42111112,27,,"Linton, R. (1933). The Tanala, a hill tribe of Madagascar. Anthropological series 22(317). Chicago: Field Museum of Natural History.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.","Linton, 268; Sachs, 14",,@Linton1933Tanala @Sachs1938MadagascarInstruments ,
20,372,TANALA,26522,,FLUTE,,42111112,27,,"Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.","Sachs, 16",,@Sachs1938MadagascarInstruments  ,
45,373,TANALA,26522,,DRUM,,21125,0,"Played in pairs - male & female. The female differes, not in length but in diameter.","Linton, R. (1933). The Tanala, a hill tribe of Madagascar. Anthropological series 22(317). Chicago: Field Museum of Natural History.","Linton, 268",,@Linton1933Tanala  ,
42,374,TANALA,26522,,DRUM,Ampogna,21125,9,,"Linton, R. (1933). The Tanala, a hill tribe of Madagascar. Anthropological series 22(317). Chicago: Field Museum of Natural History.","Linton, 268",,@Linton1933Tanala  ,
45,375,TANALA,26522,,DRUM,,21125,0,Played in pairs - male & female,"Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.","Sachs, 38-39",,@Sachs1938MadagascarInstruments  ,
7,376,TANALA,26522,,GROUND BOW,Pitikilangy,31421,16,,"Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.","Sachs, 41",,@Sachs1938MadagascarInstruments  ,
5,377,TANALA,26522,,MUSICAL BOW,Jejolava,3111212,16,,"Linton, R. (1933). The Tanala, a hill tribe of Madagascar. Anthropological series 22(317). Chicago: Field Museum of Natural History.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.","Linton, 265; Sachs, 42-43",,@Linton1933Tanala @Sachs1938MadagascarInstruments ,
6,378,TANALA,26522,,ZITHER,,311221,16,Stick zither,"Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.","Sachs, 47, 51",,@Sachs1938MadagascarInstruments  ,
6,379,TANALA,26522,,ZITHER,,311222,16,,"Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.","Sachs, 51",,@Sachs1938MadagascarInstruments  ,
6,380,TANALA,26522,,ZITHER,Valiha; Marovany,3121,16,,"Linton, R. (1933). The Tanala, a hill tribe of Madagascar. Anthropological series 22(317). Chicago: Field Museum of Natural History.; Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.","Linton, 266; Sachs, 54",,@Linton1933Tanala @Sachs1938MadagascarInstruments ,
26,381,TANALA,26522,,PERCUSSION TUBE,Tsipetoike,11123,0,"10 women, each striking a bamboo log with two sticks","Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.","Sachs, 1, pl. 1",,@Sachs1938MadagascarInstruments  ,
28,382,TANALA,26522,,STRUCK BOARD,Rondio,11122,0,Rice mortar,"Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.","Sachs, 2",,@Sachs1938MadagascarInstruments  ,
31,383,TANALA,26522,,RATTLE,,11213,0,A bamboo tube,"Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.","Sachs, 3",,@Sachs1938MadagascarInstruments  ,
26,384,TANALA,26522,,PERCUSSION TUBE,Kotra,111232,0,,"Sachs, C. (1938). Les Instruments de Musique de Madagascar. Université de Paris: Travaux et Mémoires de l'lnstitut d'Ethnologie, 28.","Sachs, 7, pl. 3a",,@Sachs1938MadagascarInstruments  ,
32,385,TANALA,26522,,SCRAPER,Tsikadraha,11211,0,,"Linton, R. (1933). The Tanala, a hill tribe of Madagascar. Anthropological series 22(317). Chicago: Field Museum of Natural History.","Linton, 270",,@Linton1933Tanala  ,
47,386,KUTENAI,19394,,FRAME DRUM,,2112111,0,,"Turney-High, H. (1941). Ethnography of the Kutenai. Memoirs of the American Anthropological Association 56. Menasha: American Anthropological Association.","Turney-High, 104-05",,@Turney-High1941EthnographyoftheKutenai  ,
31,387,KUTENAI,19394,,RATTLE,,1122,0,,"Turney-High, H. (1941). Ethnography of the Kutenai. Memoirs of the American Anthropological Association 56. Menasha: American Anthropological Association.","Turney-High, 104-05",,@Turney-High1941EthnographyoftheKutenai  ,
20,388,KUTENAI,19394,,FLUTE,,421,0,,"Turney-High, H. (1941). Ethnography of the Kutenai. Memoirs of the American Anthropological Association 56. Menasha: American Anthropological Association.","Turney-High, 104-05",,@Turney-High1941EthnographyoftheKutenai  ,
31,389,WASHO,28524,,RATTLE,,11213,0,,,,,,Source not found
18,390,CHEREMIS,13520,,SHAWM,,42212,0,,"Nettl, B. (1960). Cheremis Musical Styles. Bloomington: Indiana University Press.","Nettl, 59",,@Nettl1960CheremisMusicalStyles  ,
7,391,CHEREMIS,13520,,GUSLI,,314122,0,,"Nettl, B. (1960). Cheremis Musical Styles. Bloomington: Indiana University Press.","Nettl, 59, 66",,@Nettl1960CheremisMusicalStyles  ,
19,392,CHEREMIS,13520,,BAGPIPE,,42222,26,,"Nettl, B. (1960). Cheremis Musical Styles. Bloomington: Indiana University Press.","Nettl, 60",,@Nettl1960CheremisMusicalStyles  ,
43,393,CHEREMIS,13520,,DRUM,,211212,0,,"Nettl, B. (1960). Cheremis Musical Styles. Bloomington: Indiana University Press.","Nettl, 62",,@Nettl1960CheremisMusicalStyles  ,
24,394,CHEREMIS,13520,,OCARINA,,42122142,27,"Played only from 8/6 to 11/8. If played otherwise, player struck by lightning.","Nettl, B. (1960). Cheremis Musical Styles. Bloomington: Indiana University Press.","Nettl, 63",,@Nettl1960CheremisMusicalStyles  ,
13,395,CHEREMIS,13520,,TRUMPET,,423111,0,,"Nettl, B. (1960). Cheremis Musical Styles. Bloomington: Indiana University Press.","Nettl, 64-5",,@Nettl1960CheremisMusicalStyles  ,
20,396,CHEREMIS,13520,,FLUTE,,42111,0,Played on summer evenings,"Nettl, B. (1960). Cheremis Musical Styles. Bloomington: Indiana University Press.","Nettl, 65",,@Nettl1960CheremisMusicalStyles  ,
23,397,CHEREMIS,13520,,ACCORDION,,412132,30,,"Nettl, B. (1960). Cheremis Musical Styles. Bloomington: Indiana University Press.","Nettl, 67",,@Nettl1960CheremisMusicalStyles  ,
20,398,CHEREMIS,13520,,WHISTLE,,42@22,0,,"Nettl, B. (1960). Cheremis Musical Styles. Bloomington: Indiana University Press.","Nettl, 67",,@Nettl1960CheremisMusicalStyles  ,
5,399,CHEREMIS,13520,,MUSICAL BOW,,31112,0,,"Nettl, B. (1960). Cheremis Musical Styles. Bloomington: Indiana University Press.","Nettl, 67",,@Nettl1960CheremisMusicalStyles  ,
10,400,CHEREMIS,13520,,BALALAIKA,,32132,0,,"Nettl, B. (1960). Cheremis Musical Styles. Bloomington: Indiana University Press.","Nettl, 69",,@Nettl1960CheremisMusicalStyles  ,
10,401,CHEREMIS,13520,,FIDDLE,,321,18,,"Nettl, B. (1960). Cheremis Musical Styles. Bloomington: Indiana University Press.","Nettl, 61",,@Nettl1960CheremisMusicalStyles  ,
44,402,N INDIA,,,DRUM,Damru,2112412,4,,,,,,I-id changed from 1701 in 1977 by NZB; source not found
18,403,MURRAYTORRES,21946,,PIPE,Neabgir; Burar,422,0,,"Haddon, A.C., Rivers, W. H. R., Seligman, C. G., Myers, C. S., McDougall, W., Ray, S. H., & Wilkin, A. (1912). Report of the Cambridge Anthropological Expedition to the Torres Straits, Vol. IV: Arts & Crafts. Cambridge: Cambridge University Press","Haddon et al., 283",,@HaddonEtAl1912TorresStraitsIV  ,
20,404,MURRAYTORRES,21946,,FLUTE,Pupui; Burar,42111111,27,,"Haddon, A.C., Rivers, W. H. R., Seligman, C. G., Myers, C. S., McDougall, W., Ray, S. H., & Wilkin, A. (1912). Report of the Cambridge Anthropological Expedition to the Torres Straits, Vol. IV: Arts & Crafts. Cambridge: Cambridge University Press","Haddon et al., 283",,@HaddonEtAl1912TorresStraitsIV  ,
44,405,TORRES,"62552, 30200, 30098",,DRUM,,21124,0,,"Haddon, A.C., Rivers, W. H. R., Seligman, C. G., Myers, C. S., McDougall, W., Ray, S. H., & Wilkin, A. (1912). Report of the Cambridge Anthropological Expedition to the Torres Straits, Vol. IV: Arts & Crafts. Cambridge: Cambridge University Press","Haddon et al., 281",,@HaddonEtAl1912TorresStraitsIV  ,
44,406,MURRAYTORRES,21946,,DRUM,Warup,2112411,15,Pellets of beeswax stuck in tympanum,"Haddon, A.C., Rivers, W. H. R., Seligman, C. G., Myers, C. S., McDougall, W., Ray, S. H., & Wilkin, A. (1912). Report of the Cambridge Anthropological Expedition to the Torres Straits, Vol. IV: Arts & Crafts. Cambridge: Cambridge University Press","Haddon et al., 278-81",,@HaddonEtAl1912TorresStraitsIV  ,
32,407,MURRAYTORRES,21946,,SCRAPER,Kat,112211,4,,"Haddon, A.C., Rivers, W. H. R., Seligman, C. G., Myers, C. S., McDougall, W., Ray, S. H., & Wilkin, A. (1912). Report of the Cambridge Anthropological Expedition to the Torres Straits, Vol. IV: Arts & Crafts. Cambridge: Cambridge University Press","Haddon et al., 270",,@HaddonEtAl1912TorresStraitsIV  ,
26,408,TORRES,"62552, 30200, 30098",,PERCUSSION STICK,Marep,11121,4,Bones,"Haddon, A.C., Rivers, W. H. R., Seligman, C. G., Myers, C. S., McDougall, W., Ray, S. H., & Wilkin, A. (1912). Report of the Cambridge Anthropological Expedition to the Torres Straits, Vol. IV: Arts & Crafts. Cambridge: Cambridge University Press","Haddon et al., 271",,@HaddonEtAl1912TorresStraitsIV  ,
26,409,MURRAYTORRES,21946,,SPLIT IDIOPHONE,Kirkir; Keber,1123,3,Possible connection with funeral ceremonies,"Haddon, A.C., Rivers, W. H. R., Seligman, C. G., Myers, C. S., McDougall, W., Ray, S. H., & Wilkin, A. (1912). Report of the Cambridge Anthropological Expedition to the Torres Straits, Vol. IV: Arts & Crafts. Cambridge: Cambridge University Press; Haddon, A.C., Rivers, W. H. R., Seligman, C. G., Myers, C. S., McDougall, W., Ray, S. H., & Wilkin, A. (1908). Report of the Cambridge Anthropological Expedition to the Torres Straits, Vol. VI: Sociology, Magic and Religion of the Eastern Islanders. Cambridge: Cambridge University Press","Haddon et al. (Vol IV), 271; Haddon et al. (Vol VI), 199",,@HaddonEtAl1912TorresStraitsIV @HaddonEtAl1908TorresStraitsVI ,
31,410,MURRAYTORRES,21946,,RATTLE,,112111,0,,"Haddon, A.C., Rivers, W. H. R., Seligman, C. G., Myers, C. S., McDougall, W., Ray, S. H., & Wilkin, A. (1912). Report of the Cambridge Anthropological Expedition to the Torres Straits, Vol. IV: Arts & Crafts. Cambridge: Cambridge University Press","Haddon et al., 272",,@HaddonEtAl1912TorresStraitsIV  ,
31,411,MURRAYTORRES,21946,,RATTLE,,11211,0,,"Haddon, A.C., Rivers, W. H. R., Seligman, C. G., Myers, C. S., McDougall, W., Ray, S. H., & Wilkin, A. (1912). Report of the Cambridge Anthropological Expedition to the Torres Straits, Vol. IV: Arts & Crafts. Cambridge: Cambridge University Press","Haddon et al., 272",,@HaddonEtAl1912TorresStraitsIV  ,
31,412,MURRAYTORRES,21946,,RATTLE,Padatrong,11213,4,Rattle played by means of a string. Used only during turtle season. Used at night time to frighten young girls. Phallic shape. Bamboo.,"Haddon, A.C., Rivers, W. H. R., Seligman, C. G., Myers, C. S., McDougall, W., Ray, S. H., & Wilkin, A. (1912). Report of the Cambridge Anthropological Expedition to the Torres Straits, Vol. IV: Arts & Crafts. Cambridge: Cambridge University Press","Haddon et al., 273",,@HaddonEtAl1912TorresStraitsIV  ,
33,413,MURRAYTORRES,21946,,JEWS HARP,Darubiri,12121,0,,"Haddon, A.C., Rivers, W. H. R., Seligman, C. G., Myers, C. S., McDougall, W., Ray, S. H., & Wilkin, A. (1912). Report of the Cambridge Anthropological Expedition to the Torres Straits, Vol. IV: Arts & Crafts. Cambridge: Cambridge University Press","Haddon et al., 274",,@HaddonEtAl1912TorresStraitsIV  ,
25,414,MURRAYTORRES,21946,,BULLROARER,,41222,0,Today only a toy,"Haddon, A.C., Rivers, W. H. R., Seligman, C. G., Myers, C. S., McDougall, W., Ray, S. H., & Wilkin, A. (1912). Report of the Cambridge Anthropological Expedition to the Torres Straits, Vol. IV: Arts & Crafts. Cambridge: Cambridge University Press","Haddon et al., 275-77",,@HaddonEtAl1912TorresStraitsIV  ,
21,415,MURRAYTORRES,21946,,PANPIPE,,421112,0,,"Haddon, A.C., Rivers, W. H. R., Seligman, C. G., Myers, C. S., McDougall, W., Ray, S. H., & Wilkin, A. (1912). Report of the Cambridge Anthropological Expedition to the Torres Straits, Vol. IV: Arts & Crafts. Cambridge: Cambridge University Press","Haddon et al., 282",,@HaddonEtAl1912TorresStraitsIV  ,
13,416,MURRAYTORRES,21946,,TRUMPET,,42311,0,,"Haddon, A.C., Rivers, W. H. R., Seligman, C. G., Myers, C. S., McDougall, W., Ray, S. H., & Wilkin, A. (1912). Report of the Cambridge Anthropological Expedition to the Torres Straits, Vol. IV: Arts & Crafts. Cambridge: Cambridge University Press","Haddon et al., 283",,@HaddonEtAl1912TorresStraitsIV  ,
27,417,BALI,11507,,GONG SET,Reyong,1112412,0,,"McPhee, C. (1949). The Five-Tone Gamelan Music of Bali. Musical Quarterly, 35(2), 250–281.","McPhee, photo opposite 257",,@McPhee1949TheFive-ToneGamelanMusicofBali  ,
