Instrument_#,I-id,Instrument_Name,Archival_Culture_Name,Sachs_Number,Sachs_Suffix,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Active
42,460,DRUM,SANTODOMINGO,211212,0,0,5,5,2,1,1,3,10,1,7,0,1,6,5,1
31,456,RATTLE,SANTODOMINGO,11213,0,0,0,0,2,4,0,2,1,10,0,0,0,2,9,1
32,455,SCRAPER,SANTODOMINGO,112212,6,0,0,2,6,4,1,1,1,0,0,0,4,15,9,1
31,457,RATTLE,SANTODOMINGO,11213,0,0,0,0,2,4,1,3,2,1,10,0,2,6,12,1
6,344,IDIOCHORD,SEMANG,31211,0,0,0,5,0,3,3,1,10,0,0,0,0,0,0,1
25,346,BULLROARER,SEMANG,41222,41,0,0,0,8,2,1,1,0,0,0,0,1,6,1,1
33,345,JEWS HARP,SEMANG,1212,0,7,0,1,3,1,1,2,15,16,0,0,9,4,2,1
20,341,FLUTE,SEMANG,421111,27,10,0,2,3,1,1,2,15,16,0,0,0,6,2,1
20,343,FLUTE,SEMANG,421121,27,11,0,2,2,2,0,2,15,16,0,0,1,6,2,1
20,342,FLUTE,SEMANG,42112,27,11,0,4,3,2,1,3,15,16,10,0,9,6,2,1
26,348,PERCUSSION STICK,SEMANG,111211,0,0,0,2,3,1,1,4,10,1,15,0,0,6,5,1
26,347,PERCUSSION TUBE,SEMANG,111231,0,8,0,2,5,1,1,4,1,10,15,0,6,14,9,1
52,349,DRUM,SEMANG,21@2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,1
14,1172,HORN,SHILLUK,4231222,0,11,0,7,2,1,1,2,1,6,0,0,1,6,2,1
15,1176,BUGLE,SHILLUK,42312112,0,10,0,4,2,2,4,2,10,11,0,0,1,6,2,1
35,1230,CLAPPING,SHILLUK,1112,0,0,0,1,3,1,1,2,10,11,0,0,1,6,3,1
11,1173,LYRE,SHILLUK,3212,16,7,0,4,2,2,1,2,13,16,0,0,7,11,5,1
29,1229,BELL,SHILLUK,11124212,0,0,0,1,4,2,1,1,10,0,0,0,1,2,6,1
40,1177,DRUM,SHILLUK,21112,2,4,0,2,2,1,1,3,1,3,9,0,6,15,7,1
45,1174,DRUM,SHILLUK,211252,12,0,2,3,2,1,1,4,10,1,6,0,5,15,9,1
45,1175,DRUM,SHILLUK,211252,12,0,3,7,2,1,1,4,10,1,6,0,5,15,9,1
35,105,CLAPPING,SHLUH,1112,0,0,0,1,4,1,1,2,10,12,0,0,0,6,0,1
47,107,FRAME DRUM,SHLUH,211311,0,0,1,2,4,1,1,2,10,12,0,0,0,6,0,1
47,108,FRAME DRUM,SHLUH,211311,0,0,0,4,4,1,1,2,10,12,0,0,0,6,0,1
44,106,DRUM,SHLUH,211241,0,8,0,0,2,2,1,2,10,12,0,0,0,15,0,1
10,102,LUTE,SHLUH,321322,61,7,0,6,0,1,1,1,16,0,0,0,9,6,4,1
10,103,LUTE,SHLUH,321322,61,9,0,0,0,1,2,2,10,16,0,0,6,13,5,1
26,104,CLAPPER,SHLUH,11@322,0,0,0,0,2,2,1,2,10,12,0,0,0,15,11,1
32,1307,SCRAPER,SLOVAKIA,11222,4,0,0,2,0,0,2,0,0,0,0,0,0,6,0,1
31,1313,RATTLE,SLOVAKIA,11213,3,0,0,2,4,2,2,3,10,11,12,0,1,6,0,1
45,1306,DRUM,SLOVAKIA,2112611,13,0,0,0,0,0,2,1,8,0,0,0,0,15,0,1
20,1308,WHISTLE,SLOVAKIA,42111111,0,10,0,1,0,2,2,0,0,0,0,0,0,6,2,1
21,1299,PANPIPE,SLOVAKIA,42111211,0,0,0,1,3,3,7,0,0,0,0,0,0,6,2,1
14,1303,HORN,SLOVAKIA,4231212,0,10,0,3,2,2,1,1,8,0,0,0,1,6,2,1
20,1301,WHISTLE,SLOVAKIA,42111112,0,0,0,1,3,3,1,1,8,0,0,0,1,6,2,1
20,1305,FLUTE,SLOVAKIA,42111121,0,10,0,4,2,1,1,1,16,0,0,0,1,6,2,1
20,1300,FLUTE,SLOVAKIA,42111221,0,10,0,2,3,2,1,1,16,0,0,0,1,6,2,1
17,1296,CLARINET,SLOVAKIA,4222112,0,0,0,3,3,1,4,3,10,12,11,0,1,6,2,1
20,1302,FLUTE,SLOVAKIA,42111112,0,10,0,2,2,1,1,1,16,0,0,0,6,6,2,1
20,1312,WHISTLE,SLOVAKIA,42113,0,0,0,1,8,1,1,1,16,0,0,0,9,6,2,1
33,1314,JEWS HARP,SLOVAKIA,1212,4,0,0,1,8,1,1,1,16,0,0,0,9,6,2,1
13,1304,TRUMPET,SLOVAKIA,4231211,67,10,0,7,2,1,1,2,8,12,0,0,1,16,2,1
10,1292,VIOLIN,SLOVAKIA,321322,18,9,0,4,3,1,5,3,10,16,11,0,9,7,3,1
10,1317,LUTE,SLOVAKIA,321321,67,9,0,4,3,4,6,3,14,10,16,0,1,17,3,1
10,1316,LUTE,SLOVAKIA,321321,16,7,0,4,3,2,5,3,14,10,16,0,1,2,4,1
7,1294,CIMBALOM,SLOVAKIA,314322,15,0,0,7,3,1,5,3,16,11,10,0,6,2,4,1
19,1297,BAGPIPE,SLOVAKIA,42212,26,0,0,4,2,3,1,3,10,16,12,0,7,9,5,1
26,1310,CLAPPER,SLOVAKIA,11212,3,0,0,7,0,3,5,1,10,0,0,0,1,6,6,1
42,1315,DRUM,SLOVAKIA,2112122,67,4,4,1,2,3,5,1,14,3,0,0,1,2,8,1
20,1298,FLUTE,SLOVAKIA,42111112,67,10,0,8,3,2,1,3,16,12,10,0,1,6,12,1
10,1293,BASS VIOL,SLOVAKIA,32122,18,9,0,8,2,1,5,3,10,16,11,0,1,15,12,1
19,1017,BAGPIPE,SOFIA DIST,42231,26,10,0,6,2,1,1,4,10,11,7,0,7,6,4,1
20,1018,FLUTE,SOFIA DIST,42111112,27,10,0,3,2,1,1,3,7,15,16,0,9,6,4,1
10,1015,LUTE,SOFIA DIST,321321,17,7,0,5,0,2,1,1,16,0,0,0,0,6,5,1
10,1016,FIDDLE,SOFIA DIST,321321,18,9,0,3,2,1,1,2,16,0,0,0,7,13,5,1
20,113,FLUTE,SOLOMON,421111,0,0,0,0,6,2,0,1,4,0,0,0,0,0,0,1
21,110,PANPIPE,SOLOMON,42111211,0,0,0,2,2,2,1,4,10,8,11,0,1,6,2,1
21,112,PANPIPE,SOLOMON,42111211,0,10,0,3,2,2,1,4,10,8,11,0,1,6,3,1
21,111,PANPIPE,SOLOMON,42111211,0,10,0,4,2,2,1,4,10,8,11,0,1,6,4,1
30,116,SLIT DRUM,SOLOMON,111231,0,0,0,6,2,4,1,3,14,8,11,8,0,1,9,1
30,115,SLIT DRUM,SOLOMON,111231,0,0,0,7,2,4,1,3,14,8,11,8,0,16,9,1
31,114,RATTLE,SOLOMON,112111,0,0,0,6,1,2,1,3,10,1,6,0,2,6,12,1
5,211,MUSICAL BOW,SOTHO,31112122,0,0,0,0,2,2,1,2,15,16,0,0,1,5,0,1
25,197,BULLROARER,SOTHO,41222,0,0,0,1,8,3,1,1,0,0,0,0,1,6,1,1
14,209,HORN,SOTHO,4231222,0,11,0,4,2,2,1,4,8,9,11,0,1,6,1,1
6,205,ZITHER,SOTHO,3112,18,9,0,5,9,2,4,3,15,16,11,0,1,7,1,1
5,202,MUSICAL BOW,SOTHO,3111211,17,7,0,5,2,2,1,3,15,16,4,0,1,4,2,1
20,208,WHISTLE,SOTHO,421111,0,10,0,1,2,4,1,1,3,0,0,0,0,6,2,1
5,207,MUSICAL BOW,SOTHO,3111,0,0,0,4,2,2,3,2,15,16,0,0,1,6,2,1
20,212,FLUTE,SOTHO,4211112,0,10,0,1,2,2,4,2,10,11,0,0,2,6,2,1
20,213,FLUTE,SOTHO,4211112,0,10,0,2,2,2,4,2,10,11,0,0,2,6,2,1
20,214,FLUTE,SOTHO,4211112,0,10,0,4,2,2,4,2,10,11,0,0,2,6,2,1
20,200,FLUTE,SOTHO,42111121,0,10,0,4,2,1,1,3,7,15,16,0,9,6,3,1
6,206,ZITHER,SOTHO,31112122,0,8,0,7,6,2,1,2,15,16,0,0,1,8,3,1
5,201,MUSICAL BOW,SOTHO,311121,17,7,0,4,10,2,1,2,15,16,0,0,1,4,4,1
34,210,MBIRA,SOTHO,12211,4,0,0,2,3,1,4,2,15,16,0,0,6,11,5,1
40,199,DRUM,SOTHO,21111,9,0,1,1,6,3,1,3,3,10,11,0,6,11,5,1
31,198,RATTLE,SOTHO,112111,0,0,0,2,0,2,1,1,10,0,0,0,2,14,9,1
42,1419,DRUM,SOUTHERN USA,211212,0,0,0,6,0,3,1,2,10,1,11,0,0,0,0,1
17,1432,SAXOPHONE,SOUTHERN USA,422212,27,10,0,6,3,2,1,4,10,11,6,0,1,2,2,1
13,1409,JUG,SOUTHERN USA,423121,0,10,0,2,2,2,1,3,10,11,1,0,1,6,2,1
26,1435,CYMBAL,SOUTHERN USA,111142,4,0,0,3,4,1,1,4,10,11,1,0,1,6,2,1
15,1431,TRUMPET,SOUTHERN USA,423233,0,10,0,3,2,1,1,4,10,11,6,0,1,6,2,1
17,1429,CLARINET,SOUTHERN USA,4222112,27,10,0,4,2,2,1,4,10,11,6,0,1,6,2,1
15,1430,TROMBONE,SOUTHERN USA,42322,0,10,0,7,2,2,1,4,10,11,6,0,1,6,2,1
21,1421,PANPIPE,SOUTHERN USA,42111211,0,0,0,2,2,3,1,1,10,11,15,0,1,6,2,1
5,1420,BOW,SOUTHERN USA,31112,16,7,0,5,2,3,1,2,10,11,15,0,1,6,2,1
51,1412,KAZOO,SOUTHERN USA,241,0,0,0,1,3,1,1,3,10,11,0,0,9,6,2,1
20,1422,FIFE,SOUTHERN USA,42112112,27,11,0,2,2,2,1,3,10,11,0,0,9,6,2,1
20,1413,WHISTLE,SOUTHERN USA,42111112,27,10,0,1,3,1,1,4,10,11,0,0,9,6,2,1
23,1411,HARMONICA,SOUTHERN USA,412132,0,0,0,1,3,1,1,4,15,10,11,0,9,6,2,1
10,1425,FIDDLE,SOUTHERN USA,321322,18,9,0,4,3,2,1,3,10,11,15,0,9,6,2,1
33,1426,JEWS HARP,SOUTHERN USA,12121,0,0,0,1,3,2,1,0,10,11,16,0,9,6,2,1
15,1433,TUBA,SOUTHERN USA,423232,0,0,0,9,2,2,1,4,10,11,6,0,1,7,2,1
31,1418,RATTLE,SOUTHERN USA,11213,56,0,0,2,4,3,1,2,10,11,0,0,1,6,4,1
35,1416,CLAPPING,SOUTHERN USA,1112,0,0,0,1,4,1,1,4,1,10,11,0,9,6,4,1
42,1423,BASS DRUM,SOUTHERN USA,211212,4,0,5,7,2,1,1,4,10,1,11,0,1,2,5,1
32,1410,SCRAPER,SOUTHERN USA,1122,3,0,0,4,2,2,1,3,10,11,1,0,7,6,5,1
26,1414,WOOD BLOCK,SOUTHERN USA,11122,4,0,0,1,2,2,1,4,10,11,1,0,6,16,5,1
42,1424,DRUM,SOUTHERN USA,211212,4,0,4,4,2,1,1,4,10,1,11,0,1,2,7,1
49,1436,BANJO,SOUTHERN USA,22@311,0,7,0,5,3,1,1,4,10,11,15,0,7,2,7,1
10,1408,GUITAR,SOUTHERN USA,321322,16,7,0,5,3,1,1,4,10,11,1,0,9,6,7,1
10,1434,BASS VIOL,SOUTHERN USA,321322,18,0,0,8,2,1,1,2,10,11,1,0,1,15,7,1
5,1415,BOW,SOUTHERN USA,311112,16,7,0,8,2,2,1,3,10,11,15,0,1,15,7,1
36,1417,STOMPING,SOUTHERN USA,500,0,0,0,1,4,1,1,4,1,10,11,0,9,15,10,1
23,1428,ORGAN,SOUTHERN USA,4212223,25,0,0,6,4,2,1,1,1,10,0,0,7,15,12,1
9,1427,PIANO,SOUTHERN USA,314122,15,0,0,8,4,1,1,4,11,10,1,0,7,15,12,1
5,224,MUSICAL BOW,SWAZI,311121222,15,8,0,6,10,1,1,2,15,16,0,0,1,7,1,1
5,223,MUSICAL BOW,SWAZI,31112122,15,8,0,7,2,2,1,2,15,16,0,0,1,8,1,1
5,225,MUSICAL BOW,SWAZI,311121,18,9,0,0,3,2,1,2,15,16,0,0,1,4,2,1
5,221,MUSICAL BOW,SWAZI,3111211,16,7,0,4,10,2,1,2,15,16,0,0,1,4,2,1
20,226,FLUTE,SWAZI,42112132,27,11,0,0,9,2,3,3,7,15,16,0,0,6,2,1
14,219,HORN,SWAZI,4231222,0,11,0,4,2,4,1,2,14,7,0,0,1,6,2,1
20,227,WHISTLE,SWAZI,42111111,0,10,0,1,2,4,1,3,7,2,9,0,1,6,2,1
20,217,FLUTE,SWAZI,42111121,0,10,0,4,2,1,1,3,7,15,16,0,9,6,3,1
28,220,SHIELD,SWAZI,11122,0,0,0,1,3,4,1,4,2,7,9,0,9,6,4,1
31,215,RATTLE,SWAZI,112111,0,0,0,1,2,2,1,1,10,0,0,0,2,14,9,1
40,216,DRUM,SWAZI,21111,0,0,3,2,2,3,1,2,2,5,0,0,4,15,9,1
31,218,RATTLE,SWAZI,11213,0,0,0,1,2,2,4,1,2,0,0,0,0,6,12,1
28,382,STRUCK BOARD,TANALA,11122,0,0,0,4,8,2,1,2,14,8,0,0,0,0,0,1
6,380,ZITHER,TANALA,3121,16,7,0,7,3,1,1,2,15,16,0,6,6,0,0,1
26,384,PERCUSSION TUBE,TANALA,111232,0,0,0,9,0,2,1,1,7,0,0,0,6,1,0,1
45,373,DRUM,TANALA,21125,0,0,9,3,1,4,1,3,14,3,6,0,1,2,0,1
45,375,DRUM,TANALA,21125,0,0,9,3,1,4,1,3,14,3,6,0,1,2,0,1
32,385,SCRAPER,TANALA,11211,0,0,0,4,8,3,1,1,0,0,0,0,0,6,0,1
5,377,MUSICAL BOW,TANALA,3111212,16,8,0,8,3,1,1,3,10,15,16,0,0,8,0,1
20,372,FLUTE,TANALA,42111112,27,10,0,2,2,1,1,2,15,16,0,0,0,6,2,1
13,369,TRUMPET,TANALA,4231211,0,10,0,1,2,4,1,4,1,6,8,0,0,6,2,1
20,371,FLUTE,TANALA,42111112,27,10,0,3,2,1,1,2,15,16,0,0,1,6,2,1
13,370,TRUMPET,TANALA,42311,0,11,0,1,2,4,1,4,1,6,8,0,1,6,2,1
6,379,ZITHER,TANALA,311222,16,7,0,3,3,1,1,2,15,16,0,0,5,6,4,1
6,378,ZITHER,TANALA,311221,16,7,0,6,3,1,1,2,15,16,0,0,5,6,4,1
26,381,PERCUSSION TUBE,TANALA,11123,0,0,0,9,6,2,1,0,0,0,0,0,4,15,10,1
7,376,GROUND BOW,TANALA,31421,16,7,0,7,8,3,1,1,15,0,0,0,1,15,11,1
31,383,RATTLE,TANALA,11213,0,0,0,5,4,1,1,3,10,15,16,0,0,6,12,1
42,374,DRUM,TANALA,21125,9,0,3,3,4,1,2,1,10,0,0,0,9,15,12,1
10,730,GUITAR,TARAHUMARA,321322,0,7,0,6,3,2,4,3,1,11,10,0,9,0,0,1
5,725,MUSICAL BOW,TARAHUMARA,311122,16,7,0,6,0,3,2,0,0,0,0,0,0,3,0,1
20,726,FLUTE,TARAHUMARA,42111122,27,10,0,1,2,2,1,3,15,1,11,0,0,6,2,1
10,729,VIOLIN,TARAHUMARA,321322,18,9,0,5,3,1,4,3,1,11,10,0,9,5,3,1
32,724,SCRAPER,TARAHUMARA,112212,0,0,0,3,2,3,0,2,1,2,0,0,0,15,9,1
31,728,RATTLE,TARAHUMARA,11213,0,0,0,1,3,4,1,3,1,2,10,0,1,0,12,1
47,727,FRAME DRUM,TARAHUMARA,21131,0,0,0,2,0,2,0,3,15,1,11,0,9,5,12,1
31,234,RATTLE,TETON DAKOTA,11213,3,0,0,1,2,4,1,1,2,0,0,0,0,0,0,1
20,231,WHISTLE,TETON DAKOTA,42111111,0,10,0,1,2,4,0,2,1,10,0,0,2,2,2,1
20,229,FLUTE,TETON DAKOTA,4211111,0,10,0,4,2,1,1,2,10,4,0,0,2,6,2,1
47,230,FRAME DRUM,TETON DAKOTA,211311,0,0,5,3,2,2,1,1,2,0,0,0,0,6,4,1
42,228,DRUM,TETON DAKOTA,2112121,0,0,3,5,2,2,1,2,10,11,0,0,6,15,5,1
31,232,RATTLE,TETON DAKOTA,11211,3,0,0,1,2,4,1,2,10,1,0,0,2,6,12,1
31,233,RATTLE,TETON DAKOTA,11213,0,0,0,1,2,4,1,3,9,10,1,0,2,6,12,1
20,159,FLUTE,THONGA,4211213,27,11,0,0,0,2,0,0,0,0,0,0,0,0,0,1
42,152,DRUM,THONGA,2112112,0,0,0,4,0,4,1,1,14,0,0,0,0,0,0,1
5,158,MUSICAL BOW,THONGA,31112,0,0,0,3,9,2,1,3,4,15,16,8,1,0,0,1
5,157,MUSICAL BOW,THONGA,31112122,0,0,0,5,3,2,1,2,15,16,0,0,0,6,0,1
45,151,DRUM,THONGA,21125,52,0,0,6,0,4,1,4,10,9,6,1,0,15,0,1
14,153,HORN,THONGA,423,0,0,0,4,3,4,1,1,14,0,0,0,2,6,2,1
20,160,WHISTLE,THONGA,4211112,0,10,0,1,2,4,1,1,2,0,0,0,9,6,2,1
24,154,OCARINA,THONGA,42113,27,11,0,1,0,3,1,2,15,16,0,0,9,6,2,1
47,150,FRAME DRUM,THONGA,211311,4,0,3,2,5,1,1,4,2,10,11,0,9,3,4,1
26,155,SHIELD,THONGA,11122,52,0,0,6,2,4,1,1,9,0,0,0,1,4,4,1
5,156,MUSICAL BOW,THONGA,311121121,15,8,0,5,2,2,1,2,15,16,0,0,6,17,4,1
31,148,RATTLE,THONGA,112111,52,0,0,1,4,2,1,2,10,2,0,0,2,14,9,1
31,149,RATTLE,THONGA,11213,3,0,0,2,4,1,1,1,2,0,0,1,9,4,12,1
26,147,CLAPPER,THONGA,11122,4,0,0,1,2,1,4,1,10,0,0,0,2,6,12,1
35,1026,CLAPPING,TIBET,1112,0,0,0,0,3,1,1,1,1,0,0,0,1,0,0,1
20,1039,FLUTE,TIBET,421112,27,4,0,6,2,1,2,4,1,2,16,0,0,6,0,1
26,1022,BOWL,TIBET,111141,9,0,0,3,2,1,2,1,1,0,0,0,1,6,0,1
47,1023,FRAME DRUM,TIBET,211322,0,0,3,7,2,1,2,4,1,10,8,0,1,6,0,1
52,1024,DRUM,TIBET,211312,0,0,3,4,2,2,2,2,1,13,0,0,5,16,1,1
33,1042,JEWS HARP,TIBET,1212,3,7,0,1,4,2,1,3,16,10,11,0,9,4,2,1
17,1033,CLARINET,TIBET,4222111,28,10,0,3,2,2,1,1,12,0,0,0,1,6,2,1
13,1021,CONCH,TIBET,423111,0,10,0,2,2,2,8,1,8,1,0,0,1,6,2,1
13,1038,TRUMPET,TIBET,42312112,0,10,0,9,2,1,1,4,14,8,1,0,1,6,2,1
14,1025,HORN,TIBET,4231212,0,11,0,2,2,2,1,2,8,1,0,4,1,6,2,1
15,1029,TRUMPET,TIBET,42312112,0,10,0,2,2,2,1,1,9,0,0,9,1,6,2,1
13,1027,TRUMPET,TIBET,42312112,0,10,0,3,2,1,6,3,8,1,16,9,1,6,2,1
20,1040,FLUTE,TIBET,421112,27,4,0,1,2,1,2,3,16,10,11,0,6,6,2,1
18,1043,OBOE,TIBET,42312122,33,11,0,2,2,2,7,3,16,10,11,0,6,6,2,1
13,1028,TRUMPET,TIBET,4231211,0,11,0,2,2,4,2,2,2,1,0,4,6,6,2,1
20,1030,WHISTLE,TIBET,42111112,27,10,0,1,2,3,1,2,2,8,0,1,9,6,2,1
13,1041,ALPHORN,TIBET,42312112,0,10,0,9,2,2,1,2,8,1,0,9,1,16,2,1
10,1037,FIDDLE,TIBET,321322,18,9,0,3,2,1,1,2,10,16,0,0,1,6,3,1
10,1045,FIDDLE,TIBET,321322,18,9,0,3,2,2,1,2,10,13,0,0,1,7,3,1
26,1032,CYMBAL,TIBET,111142,3,0,0,1,2,1,2,4,1,2,8,0,6,1,4,1
47,1035,FRAME DRUM,TIBET,211311,0,0,2,2,3,2,7,4,1,14,10,0,1,6,4,1
26,1020,CYMBAL,TIBET,111142,0,0,0,2,2,1,1,2,1,14,0,0,9,6,4,1
29,1031,BELL,TIBET,11124212,0,0,0,1,2,1,5,3,1,2,8,0,6,2,5,1
26,1046,CLAPPER,TIBET,112121,3,0,0,2,2,2,1,2,10,2,0,0,1,6,5,1
10,1036,GUITAR,TIBET,321322,16,7,0,4,2,1,1,3,10,16,11,0,9,6,5,1
27,1034,GONG,TIBET,1112411,0,0,0,7,2,1,2,2,1,14,0,0,3,1,6,1
53,1019,DRUM,TIBET,111231,3,0,5,1,2,2,1,3,1,2,8,3,4,15,6,1
26,1511,CLAPPER,TIKOPIA,11112,4,0,0,0,2,1,1,2,1,10,0,0,2,6,0,1
13,1515,CONCH,TIKOPIA,42311,0,0,0,0,2,1,1,1,8,0,0,0,0,6,2,1
20,1516,FLUTE,TIKOPIA,421111,32,10,0,0,8,1,1,1,16,0,0,0,0,6,2,1
10,1514,LUTE,TIKOPIA,321322,16,7,0,2,0,1,4,0,0,0,0,0,0,0,4,1
25,1512,STAMP TUBE,TIKOPIA,413,0,0,0,6,4,1,1,1,1,10,0,0,2,6,6,1
26,1513,TROUGH,TIKOPIA,11113,4,0,0,0,2,2,1,1,1,0,0,0,0,0,10,1
26,1510,TROUGH,TIKOPIA,11122,0,0,0,0,2,4,1,2,1,10,0,0,0,0,10,1
29,137,BELL,TODA,1112421,0,0,0,1,0,4,1,1,1,0,0,0,0,1,1,1
20,136,FLUTE,TODA,4211,27,10,0,5,3,2,1,2,15,16,0,0,5,6,3,1
20,1047,FLUTE,TODA,42112112,27,11,0,6,2,3,1,0,0,0,0,0,5,6,5,1
29,138,BELL,TODA,11124212,0,0,0,0,4,2,1,1,6,0,0,0,0,6,12,1
29,1044,BELL,TODA,11124212,0,0,0,1,0,4,1,0,0,0,0,1,9,17,12,1
28,939,DRUM-XYLOPHONE,TOMA,111232,0,4,4,3,2,2,1,2,1,10,0,0,0,0,0,1
35,943,CLAPPING,TOMA,1112,0,0,0,0,9,2,1,2,1,3,0,0,1,0,0,1
13,942,JUG,TOMA,423121,0,10,0,2,2,2,1,2,3,1,0,0,1,6,2,1
20,944,WHISTLE,TOMA,42111,0,10,0,1,2,2,1,2,1,3,0,0,1,6,2,1
29,941,BELL,TOMA,111242121,3,0,0,2,2,2,1,4,8,1,3,0,1,6,2,1
12,938,HARP,TOMA,322,16,7,0,2,2,2,1,2,15,12,0,0,1,6,4,1
44,936,DRUM,TOMA,21124,0,0,4,0,2,2,1,3,11,10,1,0,1,6,4,1
31,940,RATTLE,TOMA,11213,3,0,0,2,6,1,1,2,1,6,0,0,6,6,4,1
52,937,DRUM,TOMA,211,0,0,2,0,2,2,1,3,11,1,10,0,3,12,8,1
20,805,HORN,TOPOKE,421,0,0,0,0,2,2,1,1,8,0,0,0,1,6,2,1
13,804,HORN,TOPOKE,423111,0,0,0,2,2,2,1,1,8,0,0,0,1,6,2,1
26,801,PERCUSSION TUBE,TOPOKE,111231,1,0,0,2,2,1,1,3,10,8,11,0,1,6,4,1
30,800,DRUM,TOPOKE,111231,4,0,6,7,2,2,1,3,8,10,11,0,3,15,4,1
6,806,ZITHER,TOPOKE,311,16,7,0,2,2,2,1,1,0,0,0,0,1,6,5,1
34,799,SANSA,TOPOKE,12212,4,4,0,2,2,2,1,2,15,10,0,0,1,6,7,1
31,803,RATTLE,TOPOKE,1122,4,0,0,1,10,2,1,2,0,0,0,0,6,6,8,1
5,802,MUSICAL BOW,TOPOKE,31112121,21,8,0,3,2,2,1,2,0,0,0,0,6,17,9,1
44,405,DRUM,TORRES,21124,0,0,2,6,2,2,1,2,10,1,0,0,0,0,0,1
26,408,PERCUSSION STICK,TORRES,11121,4,0,0,1,3,2,4,0,0,0,0,0,0,6,0,1
42,892,DRUM,TRASOSMONT,211212,7,0,0,0,3,2,1,4,8,10,11,0,0,0,0,1
19,900,BAGPIPE,TRASOSMONT,4221112,26,0,0,4,2,1,1,4,8,1,10,0,1,0,0,1
20,898,FLUTE,TRASOSMONT,421,0,0,0,0,2,2,1,2,16,10,0,0,0,6,0,1
26,896,CASTANET,TRASOSMONT,111141,4,0,0,1,4,2,1,2,10,11,0,0,0,6,0,1
29,895,BELLS,TRASOSMONT,111242,0,0,0,1,4,2,1,1,1,0,0,0,1,6,0,1
47,893,FRAME DRUM,TRASOSMONT,21131,0,0,2,0,6,2,1,2,10,11,0,0,1,6,0,1
47,899,FRAME DRUM,TRASOSMONT,211312,3,0,2,0,3,2,1,4,8,1,10,0,1,6,0,1
26,894,TRIANGLE,TRASOSMONT,111231,4,0,0,1,2,2,1,3,10,11,16,0,1,6,0,1
26,897,STICK,TRASOSMONT,11121,4,0,0,0,0,2,1,1,10,0,0,8,2,6,12,1
10,1555,GUITAR,TRUK,321322,0,7,0,5,3,1,4,2,4,16,0,0,0,0,0,1
13,1557,TRUMPET,TRUK,423112,0,11,0,1,3,4,1,3,8,14,9,0,0,0,0,1
20,1558,FLUTE,TRUK,421,32,11,0,5,2,2,1,1,4,0,0,0,0,6,2,1
23,1556,HARMONICA,TRUK,412132,0,0,0,1,3,1,4,2,4,16,0,0,0,6,2,1
52,253,DRUM,TSIMSHIAN,21@311,0,0,0,0,3,4,1,0,0,0,0,0,1,1,1,1
20,255,WHISTLE,TSIMSHIAN,421,0,10,0,1,0,4,0,1,1,0,0,4,9,0,2,1
47,256,FRAME DRUM,TSIMSHIAN,211311,0,0,5,4,3,2,1,2,1,16,0,0,6,11,4,1
31,254,RATTLE,TSIMSHIAN,11213,3,0,0,1,0,1,1,2,10,11,0,0,2,6,12,1
10,578,FIDDLE,TUAREGHOG,321311,19,9,0,4,6,2,1,3,15,4,5,0,0,0,0,1
46,577,DRUM,TUAREGHOG,211261,3,0,1,3,5,1,1,4,10,11,4,0,0,15,5,1
26,576,WATER DRUM,TUAREGHOG,11114,3,0,3,0,6,2,1,4,5,4,11,0,4,15,9,1
47,575,FRAME DRUM,TUAREGHOG,211312,0,0,2,0,3,2,4,3,5,15,16,0,6,6,12,1
42,1072,DRUM,TUCUNA,2112112,16,0,3,4,4,1,1,4,1,5,6,0,1,2,0,1
20,1075,FLUTE,TUCUNA,421221312,0,10,0,3,0,2,1,0,0,0,0,0,1,6,0,1
31,1073,RATTLE STICK,TUCUNA,11213,3,0,0,6,4,1,1,4,5,1,6,0,1,6,0,1
24,1067,OCARINA,TUCUNA,42113,27,11,0,0,0,3,1,0,0,0,0,0,0,6,2,1
21,1070,PANPIPE,TUCUNA,42111211,0,6,0,1,0,1,1,1,15,0,0,7,0,6,2,1
20,1069,FLUTE,TUCUNA,42111112,27,10,0,2,0,2,2,1,1,0,0,1,1,6,2,1
13,1071,HORN,TUCUNA,4231211,0,10,0,4,4,2,1,4,1,6,12,0,2,6,5,1
13,1074,HORN,TUCUNA,4231211,0,10,0,9,1,1,1,0,0,0,0,0,1,6,10,1
25,1068,STAMP TUBE,TUCUNA,1112,6,0,0,8,2,1,1,4,10,1,13,0,2,6,11,1
10,676,FIDDLE,TURKEY,32132,18,9,0,4,3,1,2,1,16,0,0,0,0,0,0,1
10,675,LUTE,TURKEY,3213,0,7,0,7,3,1,2,3,10,11,16,0,0,0,0,1
46,671,DRUM,TURKEY,21126,0,0,0,2,0,1,1,2,10,11,0,0,6,0,0,1
20,677,FLUTE,TURKEY,42111112,27,10,0,4,3,1,2,1,16,0,0,0,0,6,2,1
18,672,SHAWM,TURKEY,422112,27,10,0,3,3,1,1,1,16,0,0,0,9,6,2,1
10,674,LUTE,TURKEY,321321,0,7,0,6,3,1,1,2,16,10,0,0,6,11,4,1
10,673,LUTE,TURKEY,321321,0,7,0,6,3,2,4,3,16,10,11,0,6,11,4,1
10,679,FIDDLE,TURKEY,321321,18,9,0,3,3,1,1,3,11,16,10,0,6,13,4,1
